id,language
760924,en
8409257,en
9327053,en
246035,en
13060609,en
9077707,en
9674335,en
7202841,en
9057190,fr
10088219,en
5936731,tr
88340,en
698034,en
97010,en
1249931,en
7005479,en
8213686,en
1804074,en
15808474,en
16305,en
12496,en
16075538,es
141560,en
13638266,es
187117,en
102806,es
109889,en
25623,es
6931246,en
17643,en
1688670,fr
8163722,en
18298890,en
984859,en
17080254,en
406849,en
508988,en
67938,es
715995,en
23012877,en
206644,en
17262366,en
20702025,en
9783200,en
18070753,en
20604371,en
25526965,en
32473957,en
29483166,en
33099588,en
33643994,en
22283878,nl
28374062,en
17287021,en
25756328,en
32601841,en
387373,en
17838528,en
7117551,ar
315511,en
35434,en
1652357,sv
4506536,ro
3760,en
45891343,en
22924178,ja
50843,en
227481,en
96334,en
407234,en
3094593,en
15803037,en
2164457,en
223556,en
14009,en
16176,en
3576176,en
9919,en
1488157,id
40271,en
4328472,en
691014,en
1241534,en
645260,nl
148208,en
523795,en
11657,en
7686654,en
389525,en
7632310,en
5979401,en
4002159,en
963680,en
153612,en
144006,en
9550620,en
13278242,en
3929671,en
824204,en
51299,en
562795,en
28256439,en
793298,en
103525,en
133547,en
106125,en
215686,en
157685,en
23968,en
7937510,en
278794,en
50221,en
19577,en
10305231,en
6796044,en
987756,en
156784,en
12648447,en
17832472,en
30362,en
6871031,en
14015,en
476733,en
858719,en
17449247,en
10800955,en
44882,en
7955881,en
4929272,en
18631820,de
476909,en
11256293,en
2138584,en
12260585,en
9134923,en
90260,en
6763730,en
1408083,id
11587338,en
11288619,en
8067414,es
12392681,en
13563068,en
1228439,fr
7933814,en
157551,de
15843286,en
17289061,nl
22716194,en
25573977,en
18222699,en
2310780,en
18514068,en
18487675,de
1320279,en
30263024,en
25564665,en
1307,en
26154406,en
7864243,es
313277,en
741480,en
38300,en
135060,en
30969741,en
815091,en
36595101,en
27411345,en
32926344,en
39663233,en
41150483,en
1482022,de
202206,en
71316,en
17726,en
349681,en
175319,en
30333,en
154423,en
169334,en
294817,en
41502,en
1268541,en
568093,en
163330,en
95242,en
8529230,en
6788533,id
5982569,en
301820,en
846613,en
1542405,en
1542403,en
7134201,en
8752457,en
28815371,en
5075964,en
53927,es
353342,en
7544649,en
11283775,en
347698,en
10669,en
4465766,en
7353219,en
288962,en
9757229,en
1797166,fi
949709,en
213206,en
13338730,en
96037,es
3157876,en
11010251,en
87632,en
10778,en
258569,en
1512007,ro
29923,en
7507920,en
156763,en
13533758,en
14686,en
12924188,en
47572,en
698,en
34605,en
4857779,cs
13540215,en
815173,en
6450060,en
2182780,en
18111173,en
18683518,en
18171248,en
12924379,en
13436384,en
7238737,en
7743117,en
16405,en
8050771,nl
22097790,en
17902141,en
16240541,en
1307394,id
969269,es
18089942,en
6393082,en
18635113,en
19081402,en
1212868,en
31602,es
6729300,en
897363,en
17920175,en
25785357,en
18829666,en
20613624,en
41818,en
32324555,en
1961314,en
30025336,en
22429350,en
35297394,en
35820633,en
26842622,en
40128517,de
26030734,en
43582733,en
1039182,en
40916679,en
18743370,en
31862,es
2011,en
348632,en
833060,en
68097,en
199688,en
135158,en
6311614,en
5841908,en
6402991,en
108713,en
48203,en
462658,en
176755,en
123557,en
5711749,en
2726569,en
315519,en
3195992,pt
1975322,de
6113697,fr
5178537,en
906015,en
657371,en
7389741,en
313631,en
3235139,en
287630,en
715428,nl
880271,en
841973,en
2185736,fr
522782,en
82104,en
6556855,en
12759057,en
8526694,en
4881647,en
2024223,en
613866,en
6334523,en
7940589,en
5762055,en
13271555,en
6751761,it
6066819,en
240162,en
13449677,en
125424,en
1970449,en
1476260,en
17560038,en
78970,en
10479750,en
22472,en
857213,fr
91487,en
1781673,en
149049,en
6476461,pt
10819228,en
8725909,en
11625,en
9962040,en
15740944,en
6829930,ja
5055737,tr
6091497,en
95431,en
3401640,en
1830571,pt
1272848,fr
68143,en
1061557,en
929901,en
9646927,it
6519813,en
10868182,en
186201,en
2741766,en
203899,en
6419180,en
13589866,en
161653,en
12649,en
25175898,en
8626241,en
18957,en
247982,en
18667945,en
297929,en
22718736,en
28220826,en
23716995,de
26211806,id
167040,en
29467232,en
87224,en
46041465,en
36524503,en
41716929,en
770614,en
124820,en
226315,en
14495,en
29567,en
390305,en
53168,en
170186,en
601390,en
421869,en
6661489,en
6670514,en
697251,en
606250,en
5598819,en
10327294,en
179166,en
16982,en
768950,en
17646,en
6609571,en
3818665,de
10757817,en
9988704,en
2138127,nl
21182,en
6327239,el
149852,en
6013686,en
164236,en
1003725,en
208916,en
14504,en
13541019,id
327257,en
62805,en
644009,es
10356760,en
13493463,en
177395,en
17727,en
41487,en
10687840,en
10618,en
163256,en
7148256,en
6760780,en
1238684,en
10537195,en
256003,en
305438,en
196612,fa
184591,en
15835031,en
10813,en
435643,fr
1007172,en
20550277,en
195144,en
18505836,en
38424,en
251633,en
323172,en
826852,en
149418,en
158417,en
81078,en
1561628,en
16074843,en
1111741,en
13542990,en
18491251,sv
179264,en
23534,en
3246224,en
1146743,en
24727103,en
17401028,en
72872,en
23627080,en
22875391,en
6900824,fr
1093674,en
334227,pt
17210598,en
23512999,en
13083008,en
19256975,en
117365,it
937106,en
11436723,en
400812,en
452235,en
36047860,en
60030,en
34521785,en
185404,en
17402288,en
24612118,en
200335,en
1525997,en
22195,en
210250,en
4926,en
199686,en
359581,en
636454,en
690210,en
2399928,en
202224,en
804698,en
363499,en
39346,en
348823,en
63742,en
505352,en
15790912,en
271262,en
36162,en
492069,en
9893331,en
4504870,en
430968,en
455523,en
11781,en
750609,en
3430165,en
37304,en
2964456,en
334012,en
294416,en
4703427,en
52801,en
293500,en
12889342,fi
112525,en
484670,en
12160934,en
10172939,en
6406017,en
796267,en
772716,en
15015218,en
12995233,es
10637834,en
7876746,en
884288,en
13056868,en
15805442,en
6440051,fr
5982447,en
143250,it
19165476,en
766917,en
9636,en
18350798,en
16376,en
10535458,en
22692740,en
13642704,en
23202,en
770265,en
175328,en
15161,en
967294,fr
56627,en
484122,en
6764886,en
2696181,en
6591581,fr
30625170,en
22736613,en
28512486,en
9923549,en
30254923,en
4143812,en
22693231,en
29479572,en
52373,en
785092,en
42505366,en
7306310,en
12381,en
21062,en
535785,en
169413,en
6290240,en
716872,en
3874811,en
534733,en
352,en
219417,en
100100,en
766955,en
4894646,en
969566,en
991565,en
196141,en
15433,en
28687,en
91076,en
35350,en
181440,en
1030384,en
25148,en
1829655,en
209693,en
6249550,en
18789,en
136081,en
90229,en
19674,en
73574,en
2065091,en
1087403,en
6589111,en
50451,en
5168689,en
299758,en
478628,en
5063647,en
282356,en
8045080,en
6839917,en
4135863,en
6973752,en
6760793,en
106126,en
16349,en
542061,en
270872,tr
9606839,en
10418404,en
205041,en
96082,en
327255,en
845150,en
3265484,en
1162185,en
2889121,en
472580,en
8960483,en
8107779,en
13246736,en
16101121,en
12252878,id
7123161,en
3023,en
212622,en
57858,en
17932320,es
16148944,en
18374991,en
48019,en
20702729,en
1868171,en
1559509,fr
8787,en
13413589,en
21459365,en
17852690,en
373593,en
17399338,en
34023590,en
36421604,en
35535454,en
23566799,ja
35960060,en
4318,en
14000,en
190999,en
96123,en
997897,en
467573,en
2164409,en
239848,en
613727,en
77398,en
867162,fr
958158,en
537107,en
14096,en
907299,en
7901,en
6641796,en
530385,en
454095,en
94673,en
90334,en
634117,es
5577077,en
708465,de
125958,en
60411,en
9166559,en
30010,en
286879,en
7123181,en
9853855,pt
55751,en
146123,en
19809,en
4857538,en
50718,en
316558,en
278316,en
13115556,en
33553,en
146548,en
268559,en
13144142,en
1282886,en
11550,en
21119,en
157387,en
12358,en
13533656,en
7969618,en
97042,es
16177185,en
7962335,en
15812779,en
860979,en
7114671,en
8437667,en
15726915,en
3851380,en
200544,en
139421,en
601462,en
1961495,en
670906,en
6609764,en
20980987,en
34236194,en
655,en
16068916,en
26008840,fr
736392,en
17287069,en
35757880,en
34594982,en
35064160,de
30231806,en
16124802,en
7202829,en
345474,en
1938126,en
1039917,en
616694,en
366835,en
61152,en
400329,en
6966343,en
24985,en
271264,en
269713,en
40450,en
170171,en
33297,es
3408199,id
114188,en
6594657,en
2017056,en
163294,en
7706970,en
208324,en
258872,en
11297376,en
7957603,en
1768212,fr
425898,fr
8483233,en
1186155,en
65686,en
951060,en
6506483,en
363409,en
808627,fr
5136,en
54606,en
15730526,en
45000,en
11738736,en
4682558,en
10564983,en
1157924,en
47207,en
596963,en
14295,en
11352798,en
12680998,en
144896,en
26506,en
202061,en
3420140,en
15742853,en
16234269,en
145664,en
1130964,sv
17149158,en
12651,en
18163529,en
841077,en
366914,tr
10378106,en
6348905,fr
761023,en
309780,en
17978489,en
13187824,en
5983930,en
18889246,en
1706794,en
21860884,en
20613761,en
23129839,en
22574709,en
26245098,en
602398,en
36555,en
17333322,en
131179,en
43220998,en
42927050,en
42063845,en
28581362,en
799147,en
2474116,en
402456,en
46277,en
196714,en
10134852,en
813198,en
36320,en
3124249,en
57412,en
5711714,en
16810,en
127437,en
33774,en
73930,en
517570,en
6698199,en
131374,en
6747545,en
208909,en
3029879,en
306608,en
8325092,en
2711,en
177434,en
1292495,en
802151,en
281755,en
501960,en
6413473,en
13061289,en
827358,en
11569419,en
111126,en
1251778,en
7311907,en
13513092,en
169354,en
780889,en
13091829,en
16029994,en
664947,en
14027,en
419562,en
135486,en
8573642,en
823045,cs
12088102,en
3662751,da
19397283,es
6668592,en
78127,en
16075935,en
17383934,en
12969593,en
6314763,en
71456,en
22882816,en
18463,en
20808520,en
13409664,en
23129923,en
23209924,en
13455534,en
21251323,en
682920,en
30653720,en
27834600,en
28600081,en
267013,en
23310699,en
33784283,en
30809786,en
29519517,en
25893709,en
29358517,en
4002165,ar
278261,en
1087075,en
5127683,en
64533,en
828483,en
191113,en
840610,en
832225,en
5187,en
351501,en
58335,en
47693,en
8437913,en
47570,en
6287072,en
5957313,en
6782412,en
6149219,en
8853482,en
33725,en
317504,en
8177852,en
201111,en
5757794,en
5569027,nl
44133,en
7823797,en
10814693,en
7737902,en
13122090,en
27533,en
13112023,en
67243,en
91989,en
9403947,en
462981,en
295184,en
74821,en
28664920,en
202087,en
9471031,en
7101705,id
7580,en
590652,en
483103,pt
14069,en
11653,en
17402901,en
452177,en
387348,en
193408,en
16179216,en
2041234,en
23164931,en
20549288,en
16529,en
12700337,en
18190208,en
2174486,en
14781201,en
17269359,en
25387393,en
24481697,en
17448097,en
69681,es
33621427,en
38389488,en
837812,fr
25740412,en
32319718,en
59503,en
620688,en
239830,en
75643,en
50849,en
655601,en
1441484,en
1035847,en
2981807,en
39105,en
69935,en
14428,en
672725,fr
381355,en
308540,en
4951108,nl
874413,en
563782,en
2365730,en
56331,en
6304329,en
708549,en
9554,en
172258,en
353938,en
565595,en
398674,en
275505,en
95144,en
7332664,en
7041638,nl
174329,en
10815267,en
8857585,en
75479,en
98049,en
183683,en
28377,en
7537072,en
13549677,en
12408149,en
13037,en
61463,en
1822182,en
124524,en
646195,en
6398385,en
89313,sv
972533,en
8942063,en
86160,en
13359067,en
26348,en
15981711,en
426775,en
15559,en
17934647,en
99738,en
18168007,en
6201,en
67864,en
152057,en
716132,pt
6383472,es
126587,en
1691271,en
23527476,en
7882217,en
924848,en
21851572,en
26114291,en
33214382,en
27422533,en
8765,en
1393717,fr
9533,en
30238163,en
32999129,en
942336,de
15435,en
38673,en
588443,en
2136,en
3686,en
131525,en
183087,en
33737,en
358355,en
214091,en
6914139,en
529126,en
8369681,en
349473,en
2896122,en
99486,es
3039305,en
1105458,ro
3400816,en
6419010,nl
436609,en
25017,en
9471065,en
1270615,en
11337189,en
398978,en
2530347,en
13549869,en
511627,en
12987192,en
8478549,en
13518793,en
790192,en
9487114,en
15544715,en
127975,en
181494,en
88009,en
7737900,en
18505832,en
18400770,en
70277,en
9653814,en
7113292,en
17349153,en
18668059,en
81196,en
246225,en
25330489,en
7799004,en
746673,en
15714133,en
1240131,en
4885470,en
16086351,en
35750305,en
1688598,de
200137,en
68021,en
11433,en
584637,en
59,en
112646,es
477990,en
305854,en
71784,en
71783,en
2475768,en
6303855,en
8487352,en
8488492,en
79202,en
8737174,en
1523598,en
6640070,en
3430166,en
11201519,en
1020102,en
229145,en
328813,en
32446,en
10329434,en
12872080,en
12245809,en
34282,en
13260060,en
1853629,ro
708694,en
1033957,en
13024589,en
389827,en
216213,en
1239698,en
10314229,en
13582068,fr
10658664,en
12819342,en
11362198,en
17331289,en
14978,en
15833525,en
12924312,en
425891,en
9741685,en
21948661,en
15749143,en
974122,en
117031,en
137235,en
31554413,en
24218164,en
16045140,en
1142756,en
14744489,en
909257,en
692935,en
63169,es
110077,en
497179,en
6428189,fr
17574849,en
17305016,en
30199357,en
13542560,en
8479681,no
30145679,en
42645702,en
25876993,en
15808816,en
70489,en
43307358,en
376160,en
183645,en
546721,en
2035791,en
71677,en
42694,en
2615008,en
924094,en
79379,en
37387,en
294045,en
2947312,nl
10066,en
2761,en
1143641,en
291488,en
71785,en
112872,en
87218,en
93380,en
10305,en
75703,en
2124206,en
692969,en
6004667,en
195806,en
830364,en
27298,en
2583921,en
10886642,en
1140698,en
185911,en
833253,en
7242100,en
2388426,en
676679,en
427252,en
5709572,en
9504214,en
113110,en
7242757,en
51210,en
74928,en
11890816,en
406425,en
12630405,en
175040,en
11685242,en
8860297,en
13455417,en
231599,en
210196,en
6572270,en
1091318,en
982310,en
1153501,en
6321845,en
76234,en
22021611,en
6523443,en
13536649,en
1956954,en
6371905,it
5514234,en
126005,en
481743,en
28002,en
25324132,en
26109391,en
13130275,en
295198,en
31422889,en
28818314,en
1434318,en
4526009,nl
6468870,en
7314405,tr
32024902,en
64394,en
